id,age,gender,monthly_income,tertiary_student,instituition,region,location,type_of_student,type_of_employment,frequently_used_mot,frequency_mot,preferred_mot,reason_least_preferred_mot,circ_least_preferred_mot,factors_mot_ranking,overall_avg_spending,research,comfortable,explore,frequently_used_mot_cnt,most_preferred_mot,least_preferred_mot,most_impt_factor,least_impt_factor,frequency_bus,waiting_time_bus,reason_bus,affordable_bus,accesible_bus,safe_bus,prevent_bus,chartered_bus,occasion_chartered_bus,price_chartered_bus,frequency_mrt,spend_mrt,reason_mrt,mrt_lines,affordable_mrt,accessible_mrt,waiting_mrt,safe_mrt,prevent_mrt,mrt_lines_cnt,frequency_taxi,waiting_time_taxi,way_hail,reason_taxi,preference_rank_taxi,affordable_taxi,accessible_taxi,safe_taxi,customer_service_taxi,difficulties_taxi,prevent_taxi,most_preferred_taxi,least_preferred_taxi,frequency_ride_hailing,reason_ride_hailing,ride_hailing_type,preference_rank_ride_hailing,reason_ride_hailing_company,affordable_ride_hailing,safe_ride_hailing,customer_service_ride_hailing,difficulties_ride_hailing,prevent_ride_hailing,used_ride_hailing_svc_cnt,most_preferred_ride_hailing,least_preferred_ride_hailing,own_driving_license,rent_before,preference_rank_rental_car,reason_rental_car_company,frequency_rental,duration_rental,reason_rental_car,difficulties_rental_car,difficulties_reason_rental_car,convenient_rental_car,convenient_reason_rental_car,affordable_rental_car,reasonable_rental_car,type_rental_car,perception_rental_car,max_price_rental_car,biz_model_rental,biz_model_reason_rental,biz_model_important_rental,prevent_rental,type_rental_car_heard_cnt,aware_cdg,used_cdg,accessibility_cdg,cs_cdg,cost_cdg,comfort_cdg,reliability_cdg,info_cdg,overall_rating_cdg,perception_cdg,improvement_cdg,incentives_cdg,aware_cdg_cnt,used_cdg_cnt
340,22 - 25,Female,Below $500,Yes,SMU,North-East,Hougang,Full-time Student,,"['MRT', 'Bus']",3 - 4 days a week,"['Bus\xa0', 'MRT', 'Ride-hailing services', 'Taxi', 'Car rentals', 'Others: Cycle, Walk, Drive']",Car rental charging points too far from my house and not worth the $$ as public transportation can reach there with a cheaper $$.,If I am carrying a lot of things or going out with a lot of people. ,"['Price', 'Travel Time', 'Physical Accessibility', 'Reliability', 'Waiting Time', 'Safety', 'Service Information', 'Comfort', 'Customer Service']",Less than $50,10,6,4,2,Bus ,"Others: Cycle, Walk, Drive",Price,Customer Service,2-4 times a week,Less than 10 minutes,"['When travelling to the nearby MRT Stations', 'Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Strongly Agree,Agree,"['Long waiting time', 'Long travel time', 'Bulky items', 'Too crowded']",No,"Probably not, unless I am going out with a lot A LOT of people",$101 - $120,3-4 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]",['North-East Line (Purple Line)'],"Strongly Agree
",Agree,"Strongly Agree
",Agree,"['Long wait time', 'Bulky items', 'Too crowded']",1,Never,Less than 5 mins,"['Online/In-app', 'Flag down']",['When I am in a rush'],"['ComfortDelgro', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Prime Taxi', 'Yellow-Top Taxi', 'Premier Taxi']",Agree,Neutral,Strongly Agree,Strongly Agree,On rainy days... usually it is harder to book a ride or flag down a taxi,"['Too costly', 'Long waiting time']",ComfortDelgro,Premier Taxi,None,['When I am in a rush'],"['Grab', 'ComfortDelGro']","['Grab', 'Comfort DelGro', 'Gojek', 'Ryde', 'Tada Mobility', 'Others']",['I can earn points via Grab ya'],Neutral,Agree,"Strongly Agree
",On rainy days,"['Too costly', 'Long wait time']",2,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,['BlueSG'],"Alright, no strong opinions on them. Nutral. ",$3.01 - $5,['Free-floating'],['Convenience'],10,"['Inconvenient Pickup Locations', 'Costly']",1,['Taxi'],['Taxi'],Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,"Reliable, a brand that has been here for a long time",NIL - I do think that the drivers are trying their best and everything is alright right now,"['Promotion codes', 'Giveaways and contests']",1,1
342,18 - 21,Female,Below $500,Yes,RP,North,Sembawang,Full-time Student,,"['MRT', 'Bus']",5 - 6 days a week,"['MRT', 'Bus\xa0', 'Taxi', 'Ride-hailing services', 'Car rentals', 'Others: Cycle, Walk, Drive']","Others: because I do not know how to drive/cycle, and I lazy to walk
Car rentals: don’t know how to choose the best car rental",When I have no choice or really rushing to my destination ,"['Price', 'Safety', 'Comfort', 'Travel Time', 'Physical Accessibility', 'Reliability', 'Waiting Time', 'Customer Service', 'Service Information']",Less than $50,7,5,5,2,MRT,"Others: Cycle, Walk, Drive",Price,Service Information,Once a week,10-20 minutes,['When there is a need for me to take bus'],Agree,Agree,Agree,['Long waiting time'],No,,< $100,5-6 days per week,30-45 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['North-South Line (Red Line)', 'Thomson-East Coast Line (Brown Line)', 'Circle Line (Orange/Yellow Line)', 'Downtown Line (Blue Line)']",Agree,Agree,Neutral,Agree,['Long wait time'],4,Never,5-10 mins,['Call'],"['When it is more convenient', 'When going to Changi Airport (travelling) ']","['Yellow-Top Taxi', 'ComfortDelgro', 'Premier Taxi', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Prime Taxi']",Disagree,Agree,Agree,Agree,"Nope, because I seldom take taxi","['Poor customer service', 'Too costly']",Yellow-Top Taxi,Prime Taxi,None,['When it is more convenient'],['Grab'],"['Grab', 'Gojek', 'Ryde', 'Comfort DelGro', 'Tada Mobility', 'Others']",[''],Neutral,Agree,Agree,,"['Poor driving', 'Poor customer service', 'Too costly']",1,Grab,Others,No,No,[''],[''],,,[''],,,,,,,['BlueSG'],Maybe useful if I’ve a driving license in the future or when I need to rush to my destination ,$3.01 - $5,['Free-floating'],"['Cost', 'Convenience']",6,"['Costly', 'Safety of Car Maintenance', 'Insurance Coverage', 'Inconvenient Pickup Locations']",1,['Rent-A-Car'],['Rent-A-Car'],Somewhat satisfied,Neutral,Neutral,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neutral,Comfortable,,"['Promotion codes', 'Giveaways and contests']",1,1
343,22 - 25,Female,Below $500,Yes,SMU,Central,Bukit Timah,,Employed Full-time,"['Bus', 'MRT']",3 - 4 days a week,"['MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']","I don't usually drive so renting a car is not a go-to option. Furthermore, I only walk if it is a short distance.",If there is no other choice and my other options are not available.,"['Travel Time', 'Price', 'Physical Accessibility', 'Reliability', 'Waiting Time', 'Safety', 'Comfort', 'Service Information', 'Customer Service']",Less than $50,9,4,0,2,MRT,Car rentals,Travel Time,Customer Service,2-4 times a week,10-20 minutes,"['When travelling to the nearby MRT Stations', 'Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Agree,Agree,Agree,"['Long waiting time', 'Long travel time', 'Bulky items']",No,If I am traveling in a large group.,I don't know,3-4 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)', 'North-South Line (Red Line)', 'North-East Line (Purple Line)']",Agree,Neutral,Agree,Agree,"['Bulky items', 'Too crowded']",5,Never,5-10 mins,['Online/In-app'],"['When there is a promotion', 'When it is more accessible', 'When I need the comfort of privacy']","['ComfortDelgro', 'Trans-Cab', 'CityCab', 'Prime Taxi', 'Yellow-Top Taxi', 'SMRT Taxi', 'Premier Taxi']",Disagree,Disagree,Agree,Neutral,"MRT breakdown, peak hour, rain","['Too costly', 'Private hire is cheaper', 'Not convenient']",ComfortDelgro,Premier Taxi,None,"['When there is a promotion', 'When I need the comfort of privacy', 'When it is more convenient']","['Grab', 'Gojek', 'Uber']","['Grab', 'Gojek', 'Others', 'Ryde', 'Comfort DelGro', 'Tada Mobility']","['Grab has a fast pick up rate and I can earn points to use in my other purchases. They used to have quite a few promo codes. Furthermore, I can also get a wide variety of types of transport depending on my needs such as Hitch and JustGrab']",Disagree,Agree,Agree,"MRT breakdown, New Year Count down, big public events, rain, peak hour",['Too costly'],3,Grab,Tada Mobility,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'LionCity Rental']","I think BlueSG is accessible because I see them around in singapore. The other company, LionCity Rental, I only have heard of.",$3.01 - $5,['Free-floating'],['Convenience'],5,"['Inconvenient Pickup Locations', 'Costly', 'Safety of Car Maintenance', 'Insurance Coverage']",2,['Taxi'],['Taxi'],Neutral,Neutral,Neutral,Somewhat satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,I think it is a reputable brand and has been around for quite some time.,I think they can offer more competitive pricing to compete with the ride-hailing services.,"['More locations to rent from', 'Competitive prices', 'Promotion codes']",1,1
344,22 - 25,Male,Prefer not to say,Yes,NTU,West,Clementi,Full-time Student,,['Bus'],3 - 4 days a week,"['Others: Cycle, Walk, Drive', 'MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Car rentals']","Price, and can't rent a car if you've been drinking.",If no other options/need to get to destination ASAP,"['Waiting Time', 'Travel Time', 'Price', 'Comfort', 'Physical Accessibility', 'Reliability', 'Service Information', 'Customer Service', 'Safety']",$50-$100,10,5,5,1,"Others: Cycle, Walk, Drive",Car rentals,Waiting Time,Safety,2-4 times a week,10-20 minutes,['Directly to work/school'],Neutral,Agree,Strongly Agree,"['Long waiting time', 'Too crowded']",No,,I don't know,5-6 days per week,30-45 mins,"['To get to the relevant bus stop', 'To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)', 'North-East Line (Purple Line)', 'North-South Line (Red Line)']",Neutral,Agree,Agree,Agree,"['Long wait time', 'Too crowded']",5,Never,5-10 mins,['Call'],['When it is more convenient'],"['ComfortDelgro', 'Premier Taxi', 'CityCab', 'SMRT Taxi', 'Prime Taxi', 'Yellow-Top Taxi', 'Trans-Cab']",Strongly Disagree,Neutral,Neutral,Agree,,['Too costly'],ComfortDelgro,Trans-Cab,Once a week,"['When it is more convenient', 'When there is a promotion']",['Grab'],"['Grab', 'Comfort DelGro', 'Gojek', 'Ryde', 'Tada Mobility', 'Others']","[""Lots of drivers on Grab, and it's convenient to keep their app since you can also pay with it/order food etc.""]",Neutral,Neutral,Agree,,"['Poor customer service', 'Too costly']",1,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Tribecar']","No frills, low comfort but speedy and affordable.",$3.01 - $5,['Free-floating'],['Convenience'],7,"['Inconvenient Pickup Locations', 'Costly', 'Insurance Coverage']",2,['Taxi'],['Taxi'],Neutral,Somewhat satisfied,Neutral,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neutral,,,"['Promotion codes', 'More locations to rent from']",1,1
346,22 - 25,Male,"$501 - $1,000",Yes,SMU,East,Bedok,Full-time Student,,['Driving'],5 - 6 days a week,"['Others: Cycle, Walk, Drive', 'MRT', 'Ride-hailing services', 'Taxi', 'Bus\xa0', 'Car rentals']","Slow and time consuming for bus, hot weather. Renting car troublesome and expensive ",When I have no other options,"['Comfort', 'Waiting Time', 'Travel Time', 'Reliability', 'Price', 'Safety', 'Physical Accessibility', 'Service Information', 'Customer Service']",Less than $50,9,8,0,1,"Others: Cycle, Walk, Drive",Car rentals,Comfort,Customer Service,None,10-20 minutes,['When travelling to the nearby MRT Stations'],Agree,Agree,Agree,['Long waiting time'],No,I would never ,< $100,3-4 days per week,0-15 mins,"[""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'East-West Line (Green Line)', 'Circle Line (Orange/Yellow Line)']",Agree,Agree,"Strongly Agree
","Strongly Agree
",['Too crowded'],3,Never,5-10 mins,['Online/In-app'],['Drinking'],"['ComfortDelgro', 'SMRT Taxi', 'Yellow-Top Taxi', 'CityCab', 'Trans-Cab', 'Premier Taxi', 'Prime Taxi']",Disagree,Agree,Agree,Neutral,Peak hours after drinking where everyone needs a cab ,['Private hire is cheaper'],ComfortDelgro,Prime Taxi,None,['When it is easy to book'],"['Grab', 'Gojek', 'ComfortDelGro']","['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",['Able to get ride faste'],Agree,Agree,Agree,Peak hours ,['Long wait time'],3,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'Grabcar Rental']",Troublesome,$5.01 - $7,['Free-floating'],['Convenience'],2,"['Insurance Coverage', 'Inconvenient Pickup Locations', 'Safety of Car Maintenance', 'Costly']",2,['Taxi'],['Taxi'],Somewhat satisfied,Neutral,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,Leader in taxi transport,Copy services or grab ride hailing ,"['Competitive prices', 'Promotion codes']",1,1
347,22 - 25,Female,Prefer not to say,Yes,NUS,Central,Bukit Timah,Full-time Student,,"['Bus', 'MRT']",5 - 6 days a week,"['MRT', 'Bus\xa0', 'Others: Cycle, Walk, Drive', 'Taxi', 'Ride-hailing services', 'Car rentals']",Expensive ,Never,"['Price', 'Physical Accessibility', 'Travel Time', 'Reliability', 'Comfort', 'Waiting Time', 'Safety', 'Customer Service', 'Service Information']",$50-$100,8,10,8,2,MRT,Car rentals,Price,Service Information,2-4 times a week,10-20 minutes,"['Directly to work/school', 'When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Agree,Strongly Agree,['Bulky items'],No,,< $100,5-6 days per week,15-30 mins,"['To get to the relevant bus stop', 'To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'North-South Line (Red Line)']",Agree,"Strongly Agree
",Agree,"Strongly Agree
",['Bulky items'],3,Never,Less than 5 mins,['Online/In-app'],['At night'],"['ComfortDelgro', 'Trans-Cab', 'Prime Taxi', 'SMRT Taxi', 'Premier Taxi', 'CityCab', 'Yellow-Top Taxi']",Strongly Disagree,Agree,Agree,Strongly Disagree,,['Private hire is cheaper'],ComfortDelgro,Yellow-Top Taxi,None,['Night'],"['Grab', 'Gojek']","['Grab', 'Comfort DelGro', 'Gojek', 'Ryde', 'Tada Mobility', 'Others']",[''],"Strongly Disagree
",Neutral,"Strongly Disagree
",,['Too costly'],2,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'LionCity Rental']",,< $3,['Free-floating'],['Convenience'],0,['Costly'],2,['Taxi'],['Taxi'],Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,,['Competitive prices'],1,1
348,18 - 21,Male,Below $500,Yes,SP,Central,Kallang / Whampao,Full-time Student,,"['Bus', 'MRT']",3 - 4 days a week,"['MRT', 'Bus\xa0', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",I cant drive & walking is kinda tiring over long distancea,When the destination is not that far and inaccessible to public transport,"['Price', 'Travel Time', 'Reliability', 'Waiting Time', 'Service Information', 'Comfort', 'Physical Accessibility', 'Safety', 'Customer Service']",$50-$100,8,10,6,2,MRT,Car rentals,Price,Customer Service,2-4 times a week,10-20 minutes,"['When travelling to the nearby MRT Stations', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Strongly Agree,Strongly Agree,"['Long waiting time', 'Long travel time', 'Bulky items']",No,,$101 - $120,3-4 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)"", 'To get to the relevant bus stop']","['Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)']","Strongly Agree
",Agree,"Strongly Agree
","Strongly Agree
",['Bulky items'],2,Never,5-10 mins,['Flag down'],"['When I need the comfort of privacy', 'When there is a promotion']","['ComfortDelgro', 'Trans-Cab', 'SMRT Taxi', 'Yellow-Top Taxi', 'CityCab', 'Premier Taxi', 'Prime Taxi']",Neutral,Agree,Strongly Agree,Agree,Peak hour,"['Too costly', 'Long waiting time', 'Private hire is cheaper']",ComfortDelgro,Prime Taxi,None,"['When it is easy to book', 'When there is a promotion', 'When I need the comfort of privacy']",['Grab'],"['Grab', 'Gojek', 'Ryde', 'Comfort DelGro', 'Tada Mobility', 'Others']",['I am familiar with the ap'],Neutral,"Strongly Agree
",Agree,Peak hour,"['Long wait time', 'Poor customer service', 'Too costly', 'Poor driving']",1,Grab,Others,No,No,[''],[''],,,[''],,,,,,,"['BlueSG', 'GetGO', 'Grabcar Rental']",,$5.01 - $7,['Free-floating'],['Convenience'],9,"['Inconvenient Pickup Locations', 'Costly', 'Insurance Coverage', 'Type of rental car provided']",3,"['Rent-A-Car', 'Taxi']",['Taxi'],Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neutral,Very satisfied,Is reputable,Nil,"['More locations to rent from', 'Promotion codes', 'Competitive prices']",2,1
349,22 - 25,Female,"$501 - $1,000",Yes,SMU,Central,Bishan,Part-time Student,Employed Part-time,"['Bus', 'MRT']",3 - 4 days a week,"['Bus\xa0', 'MRT', 'Ride-hailing services', 'Taxi', 'Others: Cycle, Walk, Drive', 'Car rentals']",unfamiliar with car rentals and the weather in Singapore is too hot to walk :( ,"Walk/Drive - if the distance is not too far 
Car Rentals - if friends/family choose to take","['Safety', 'Price', 'Physical Accessibility', 'Travel Time', 'Reliability', 'Waiting Time', 'Comfort', 'Customer Service', 'Service Information']",Less than $50,9,7,5,2,Bus ,Car rentals,Safety,Service Information,2-4 times a week,Less than 10 minutes,"['Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Strongly Agree,Strongly Agree,"['Long waiting time', 'Too crowded', 'Bulky items', 'Long travel time']",No,if i have a big group of people ,$101 - $120,3-4 days per week,15-30 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'North-South Line (Red Line)']","Strongly Agree
","Strongly Agree
","Strongly Agree
","Strongly Agree
","['Too crowded', 'Long travel time']",3,Never,5-10 mins,['Flag down'],['When I need the comfort of privacy'],"['ComfortDelgro', 'Trans-Cab', 'SMRT Taxi', 'CityCab', 'Yellow-Top Taxi', 'Premier Taxi', 'Prime Taxi']",Disagree,Neutral,Strongly Agree,Strongly Agree,nil,"['Too costly', 'Private hire is cheaper']",ComfortDelgro,Prime Taxi,None,"['When it is more accessible', 'When there is a promotion', 'When I need the comfort of privacy']","['Grab', 'Gojek']","['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']",['reliable and easy to boo'],"Strongly Disagree
","Strongly Agree
","Strongly Agree
",nil,"['Poor driving', 'Too costly']",2,Grab,Others,Yes,No,[''],[''],,,[''],,,,,,,['BlueSG'],always see it around but have not considered using it,$5.01 - $7,['Free-floating'],['Convenience'],8,"['Costly', 'Safety of Car Maintenance']",1,"['Taxi', 'Chartered Bus']",['Taxi'],Somewhat satisfied,Somewhat satisfied,Neutral,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,reliable and reputable,safer driving skills,"['Competitive prices', 'Promotion codes']",2,1
350,22 - 25,Male,"$2,001 - $3,000",Yes,NTU,Central,Toa Payoh,Full-time Student,,"['Bus', 'MRT', 'Taxi']",Daily,"['MRT', 'Bus\xa0', 'Others: Cycle, Walk, Drive', 'Taxi', 'Ride-hailing services', 'Car rentals']",Price,Emergency. Rush for time,"['Travel Time', 'Waiting Time', 'Price', 'Reliability', 'Physical Accessibility', 'Customer Service', 'Service Information', 'Comfort', 'Safety']",$50-$100,6,10,6,3,MRT,Car rentals,Travel Time,Safety,Daily,20-30 minutes,"['When travelling to the nearby MRT Stations', 'Directly to work/school', 'Direct to recreation destination (e.g. food center, shopping malls, etc.)']",Strongly Agree,Strongly Agree,Strongly Agree,"['Long travel time', 'Too crowded', 'Bulky items']",No,,$101 - $120,Daily,45-60 mins,"['To get to the relevant bus stop', 'To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Downtown Line (Blue Line)', 'Circle Line (Orange/Yellow Line)', 'East-West Line (Green Line)']","Strongly Agree
",Agree,"Strongly Agree
","Strongly Agree
",['Long travel time'],3,Once a week,5-10 mins,"['Call', 'Online/In-app', 'Flag down']","['When it is more accessible', 'When it is more convenient']","['ComfortDelgro', 'Premier Taxi', 'SMRT Taxi', 'Trans-Cab', 'CityCab', 'Prime Taxi', 'Yellow-Top Taxi']",Strongly Agree,Neutral,Strongly Agree,Neutral,Jam,"['Long waiting time', 'Too costly']",ComfortDelgro,Yellow-Top Taxi,Once a week,"['When it is more accessible', 'When it is more convenient', 'When there is a promotion', 'When it is easy to book']","['Grab', 'Gojek']","['Gojek', 'Grab', 'Ryde', 'Comfort DelGro', 'Tada Mobility', 'Others']",[''],Agree,Agree,Neutral,,"['Long wait time', 'Poor customer service', 'Poor driving']",2,Gojek,Others,Yes,No,[''],[''],,,[''],,,,,,,['BlueSG'],,$7.01 - $10,['Free-floating'],"['Cost', 'Reliability']",5,"['Inconvenient Pickup Locations', 'Costly']",1,['Taxi'],['Taxi'],Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Na,All good,"['More locations to rent from', 'Competitive prices', 'Promotion codes']",1,1
351,22 - 25,Male,Below $500,Yes,SMU,North-East,Serangoon,Full-time Student,,"['bike', 'MRT']",5 - 6 days a week,"['Others: Cycle, Walk, Drive', 'MRT', 'Bus\xa0', 'Ride-hailing services', 'Car rentals', 'Taxi']","expensive and most of the time doesn't really speed things up. Car rental depends on car availability, taxi takes a while to flag (depending on where) and some uncles go by a long way, mrt can be faster.","late night, or if i'm absolutely lazy bluesg if there's an available car and available lot where i want to go.","['Physical Accessibility', 'Reliability', 'Price', 'Travel Time', 'Service Information', 'Safety', 'Comfort', 'Waiting Time', 'Customer Service']",Less than $50,6,9,2,2,"Others: Cycle, Walk, Drive",Taxi,Physical Accessibility,Customer Service,2-4 times a week,Less than 10 minutes,['When travelling to the nearby MRT Stations'],Agree,Neutral,Strongly Agree,"['no direct bus', 'Long waiting time', 'Long travel time']",No,big family trips (relatives visiting from overseas),< $100,3-4 days per week,0-15 mins,"['To get to work/school', ""To\xa0directly get to recreation destination of choice (eg: food centre, shopping centre, friends' residence)""]","['Circle Line (Orange/Yellow Line)', 'North-East Line (Purple Line)']",Neutral,Agree,Agree,"Strongly Agree
",['Bulky items'],2,Once a week,5-10 mins,['Online/In-app'],"['When it is more accessible', ""when i'm late""]","['ComfortDelgro', 'Trans-Cab', 'CityCab', 'SMRT Taxi', 'Yellow-Top Taxi', 'Prime Taxi', 'Premier Taxi']",Disagree,Disagree,Strongly Agree,Neutral,"Late nights, sometimes i'm at a friend's place till 12am or 1am and it's very hard to flag / book a taxi.","['Long waiting time', 'Too costly']",ComfortDelgro,Premier Taxi,Once a week,"['When it is more accessible', 'When it is more convenient']",['Grab'],"['Grab', 'Gojek', 'Comfort DelGro', 'Ryde', 'Tada Mobility', 'Others']","[""Grab seemed more reliable to me, gojek for a while kept cancelling my rides. Haven't tried the res""]",Disagree,"Strongly Agree
",Neutral,same as taxi,"['Long wait time', 'Poor driving', 'Too costly']",1,Grab,Others,Yes,Yes,"['BlueSG', ' No preference', 'GetGo', 'Tribecar', 'LionCity Rental', 'Grabcar Rental', 'Lumens Auto']",['Cheap'],Once a month,< 1 hour,['Convenience'],Yes,No cars available at places that i can access by walking,Yes,,Disagree,Neutral,[''],,,['Station-based'],['Reliability'],2,"['Inconvenient Pickup Locations', 'Costly']",1,['Taxi'],['Taxi'],Somewhat satisfied,Neutral,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Neutral,Neutral,"No strong opinions, just know them as a taxi company and nothing much else.","I think staggering shift timings is good, some hours all taxis are changing shifts so for that period it's super hard to get a taxi because none of the taxis will pickup passengers.",[''],1,1
